Управляющий Операционным офисом (г. Екатеринбург), Юниаструм Банк, з/п не указана,Екатеринбург,1–3 года
Ведущий экономист отдела методологии кредитования МСБ (методолог), УралТрансБанк,от 35 000 руб.,"Екатеринбург, ",1–3 года
Специалист отдела розничного бизнеса   (г. Гай),"ООО Кольцо Урала,КБ", з/п не указана,Екатеринбург,1–3 года
Эксперт группы мониторинга и отчетности Отдела анализа и оценки кредитных рисков,ОАО СКБ-Банк, з/п не указана,Екатеринбург,1–3 года
Специалист Отдела разработки расчетно-операционных технологий,ОАО СКБ-Банк, з/п не указана,Екатеринбург,не требуется
Ведущий экономист Отдела мониторинга и сопровождения крупных проектов,ОАО СКБ-Банк, з/п не указана,"Екатеринбург, ",1–3 года
Кредитный технолог Управления розничных рисков,ОАО СКБ-Банк, з/п не указана,Екатеринбург,1–3 года
Ведущий экономист Отдела залогов,ОАО СКБ-Банк, з/п не указана,Екатеринбург,1–3 года
Ведущий специалист Управления по работе с инвесторами и финансовыми институтами,ОАО СКБ-Банк, з/п не указана,Екатеринбург,1–3 года
Андеррайтер Отдела анализа и оценки кредитных рисков,ОАО СКБ-Банк, з/п не указана,Екатеринбург,1–3 года
Руководитель дополнительного офиса,"ООО Кольцо Урала,КБ", з/п не указана,Екатеринбург,1–3 года
Начальник дополнительного офиса,ОАО Банк Москвы, з/п не указана,Екатеринбург,3–6 лет
Консультант по продаже банковских продуктов и услуг, ManpowerGroup,от 40 000 руб.,Екатеринбург,не требуется
Клиентский менеджер розничного бизнеса (на период декретного отпуска),ОАО БАЛТИНВЕСТБАНК,от 34 000 руб.,Екатеринбург,1–3 года
Старший специалист, УралТрансБанк,от 25 000 руб.,"Екатеринбург, ",1–3 года
Андеррайтер (Управление корпоративного андеррайтинга), Сбербанк России для экспертов,от 37 000 до 55 000 руб.,Екатеринбург,1–3 года
Управляющий менеджер по взысканию просроченной дебиторской задолженности (Урал), Лето Банк, з/п не указана,Екатеринбург,не требуется
Главный менеджер сектора малого бизнеса,ОАО Банк Москвы, з/п не указана,Екатеринбург,3–6 лет
Старший специалист отдела ипотечного кредитования," Татфондбанк, АИКБ", з/п не указана,Екатеринбург,1–3 года
Эксперт/Главный эксперт отдела по работе с корпоративными клиентами, UniCredit Bank, з/п не указана,Екатеринбург,3–6 лет
Заместитель начальника службы внутреннего контроля по финансовому мониторингу, УралТрансБанк,от 45 000 руб.,"Екатеринбург, ",3–6 лет
Ведущий аналитик кредитных заявок клиентов среднего бизнеса (г.Санкт-Петербург), Сбербанк России для экспертов,от 50 000 руб.,Екатеринбург,1–3 года
Ведущий специалист отдела эквайринга, БИНБАНК,от 24 000 руб.,Екатеринбург,1–3 года
Специалист по кредитам, Workle,от 25 000 до 50 000 руб.,Екатеринбург,не требуется
Специалист по продажам автокредитов, Workle,от 30 000 до 60 000 руб.,Екатеринбург,не требуется
Управляющий операционным офисом (г.Екатеринбург),"ОАО ЮГРА, АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК", з/п не указана,Екатеринбург,3–6 лет
Руководитель группы продаж, БИНБАНК, з/п не указана,Екатеринбург,1–3 года
Финансовый советник (Private banking), Брокеркредитсервис, з/п не указана,Екатеринбург,1–3 года
Финансовый консультант, Финансовая Группа Лайф, з/п не указана,Екатеринбург,3–6 лет
Старший менеджер по работе с клиентами, Европлан, з/п не указана,Екатеринбург,1–3 года
Главный специалист сектора по продаже зарплатных проектов управления развития розничного бизнеса,ОАО Банк Москвы, з/п не указана,Екатеринбург,1–3 года
Ведущий специалист Сектора малого бизнеса,ОАО Банк Москвы, з/п не указана,Екатеринбург,1–3 года
Cтарший специалист Управления финансового мониторинга," «Финансовая группа Лайф», ВУЗ-банк",от 25 000 до 30 000 руб.,Екатеринбург,1–3 года
Клиентский менеджер," ТРАСТ, Национальный банк", з/п не указана,Екатеринбург,1–3 года
Финансовый консультант," Ренессанс Жизнь, Страховая компания",от 30 000 руб.,Екатеринбург,1–3 года
Главный специалист Отдела кредитования среднего и малого бизнеса, РОСГОССТРАХ Банк, з/п не указана,Екатеринбург,3–6 лет
Специалист по работе с клиентами, РОСГОССТРАХ Банк, з/п не указана,Екатеринбург,1–3 года
Ведущий специалист по контролю операционно-кассовой работы, РОСГОССТРАХ Банк,от 30 000 руб.,Екатеринбург,3–6 лет
Начальник отдела мониторинга и анализа операций,"ООО Кольцо Урала,КБ", з/п не указана,Екатеринбург,1–3 года
Менеджер по сопровождению сделок, Carcade Лизинг,от 20 920 руб.,Екатеринбург,не требуется
Экономист отдела управления активами,ПАО КБ «Уральский банк реконструкции и развития» (УБРиР),от 28 000 руб.,Екатеринбург,1–3 года
Главный специалист отдела производственного аудита и контроля,ООО РН-Пурнефтегаз, з/п не указана,Екатеринбург,более 6 лет
Начальник сектора аудита и контроля капитальных вложений,ООО РН-Пурнефтегаз, з/п не указана,Екатеринбург,более 6 лет
Руководитель центра службы проверки заемщиков," АНКОР, кадровый холдинг", з/п не указана,Екатеринбург,3–6 лет
Специалист по обслуживанию частных лиц, ПЕРВЫЙ ОБЪЕДИНЕННЫЙ БАНК,от 24 700 руб.,Екатеринбург,не требуется
Руководитель проекта по продаже розничных банковских продуктов, Брокеркредитсервис,от 50 000 до 70 000 руб.,Екатеринбург,1–3 года
Ревизор, Л'Этуаль Магазины,от 26 000 до 26 000 руб.,Екатеринбург,1–3 года
Ведущий специалист по работе с юридическими лицами, Банк «Открытие»,от 25 000 руб.,Екатеринбург,1–3 года
Менеджер по работе с физическими лицами, Банк «Открытие»,от 25 000 руб.,Екатеринбург,1–3 года
Главный специалист по работе с клиентами, Финансовая группа «Открытие»,от 42 000 руб.,"Екатеринбург, ",1–3 года
Заместитель управляющего дополнительным офисом, Банк «Открытие»,от 40 000 руб.,"Екатеринбург, ",1–3 года
Кредитный менеджер," ОТП Банк, АО (OTP bank)",от 20 000 руб.,Екатеринбург,не требуется
"Ведущий специалист Отдела продаж и клиентского обслуживания ДО ""На Кузнецова""",ОАО МДМ Банк, з/п не указана,Екатеринбург,1–3 года
Начальник аналитического отдела (риски),ПАО КБ «Уральский банк реконструкции и развития» (УБРиР), з/п не указана,"Екатеринбург, ",1–3 года
Экономист отдела инвестиционных услуг,ПАО КБ «Уральский банк реконструкции и развития» (УБРиР),от 20 800 руб.,Екатеринбург,не требуется
Старший экономист по продаже зарплатных проектов,ПАО КБ «Уральский банк реконструкции и развития» (УБРиР),от 30 000 руб.,Екатеринбург,1–3 года
Ведущий методолог,ПАО КБ «Уральский банк реконструкции и развития» (УБРиР), з/п не указана,Екатеринбург,1–3 года
Специалист по работе с клиентами,ОАО Екатеринбургский Муниципальный Банк,от 24 000 руб.,"Екатеринбург, ",1–3 года
Специалист отдела прямых продаж," Татфондбанк, АИКБ", з/п не указана,Екатеринбург,1–3 года
Специалист отдела контроля клиентских операций по системам ДБО,ОАО СКБ-Банк, з/п не указана,Екатеринбург,1–3 года
Менеджер по работе с корпоративными клиентами, Лето Банк, з/п не указана,Екатеринбург,1–3 года
Экономист (физические и юридические лица),ОАО Россельхозбанк, з/п не указана,Екатеринбург,1–3 года
Клиентский менеджер,"ООО АйМаниБанк, КБ",от 20 000 до 40 000 руб.,Екатеринбург,1–3 года
Экономист - аналитик, PROFIT GROUP inc,от 45 000 руб.,Екатеринбург,не требуется
Ассистент коллектора,ЗАО БАНК ИНТЕЗА,от 20 000 до 20 000 руб.,Екатеринбург,не требуется
Заведующий кассы,ОАО СКБ-Банк, з/п не указана,Екатеринбург,1–3 года
Cпециалист отдела технологического сопровождения операционной работы,ОАО СКБ-Банк, з/п не указана,Екатеринбург,1–3 года
Специалист отдела взыскания задолженности МСБ,ОАО СКБ-Банк, з/п не указана,Екатеринбург,1–3 года
Заместитель главного бухгалтера,"ООО Лудинг, ООО", з/п не указана,Екатеринбург,3–6 лет
Управляющий директор по УФО, Всероссийский Банк Развития Регионов (ВБРР), з/п не указана,Екатеринбург,3–6 лет
Кредитный инспектор (машиностроение), Сбербанк России для экспертов, з/п не указана,Екатеринбург,не требуется
Аналитик в отдел CRM, Сбербанк России для экспертов, з/п не указана,Екатеринбург,не требуется
Главный специалист Группы кредитования корпоративных клиентов (МСБ)," СОЮЗ, Акционерный Коммерческий Банк", з/п не указана,Екатеринбург,более 6 лет
Управляющий дополнительным офисом, UniCredit Bank, з/п не указана,Екатеринбург,3–6 лет
Специалист выездного взыскания (Водитель), Агентство по сбору долгов,от 15 500 до 70 000 руб.,Екатеринбург,1–3 года
Руководитель call-центра, Сильвер Лайн Групп,от 36 000 руб.,"Екатеринбург, ",1–3 года
Ведущий специалист Отдела контроля клиентских операций,ОАО СКБ-Банк, з/п не указана,Екатеринбург,1–3 года
Главный экономист - аналитик, ВТБ 24,от 40 000 до 55 000 руб.,Екатеринбург,1–3 года
Главный специалист отдела развития бизнеса," ОТП Банк, АО (OTP bank)",от 25 000 до 60 000 руб.,Екатеринбург,1–3 года
Специалист службы экономической безопасности," Совкомбанк, ИКБ", з/п не указана,Екатеринбург,1–3 года
Ведущий специалист Управления сопровождения кредитных операций, Альфа-Банк, з/п не указана,"Екатеринбург, ",1–3 года
Кассир в банк ( в г.Радужный),"ООО Кольцо Урала,КБ", з/п не указана,Екатеринбург,1–3 года
Менеджер по расчетно-кассовому обслуживанию физических и юридических лиц, Raiffeisenbank, з/п не указана,Екатеринбург,1–3 года
Ведущий менеджер по активным продажам кредитов, Брокеркредитсервис,от 46 000 до 60 000 руб.,Екатеринбург,1–3 года
Специалист по работе с юридическими лицами,ПАО КБ «Уральский банк реконструкции и развития» (УБРиР),от 20 000 руб.,"Екатеринбург, ",1–3 года
Старший менеджер по продажам малому и среднему бизнесу,ПАО КБ «Уральский банк реконструкции и развития» (УБРиР),от 27 840 руб.,Екатеринбург,1–3 года
Ведущий специалист по работе с юридическими лицами,ПАО КБ «Уральский банк реконструкции и развития» (УБРиР),от 27 840 руб.,Екатеринбург,1–3 года
Экономист, ЮНИКС,от 40 000 руб.,"Екатеринбург, ",1–3 года
Главный специалист группы операционного сопровождения, БИНБАНК, з/п не указана,Екатеринбург,1–3 года
Менеджер-кассир, ВТБ 24,от 19 040 руб.,Екатеринбург,1–3 года
Главный специалист по работе с розничными проблемными активами, ВТБ 24,от 32 700 до 55 000 руб.,Екатеринбург,1–3 года
Кассир,ОАО СКБ-Банк, з/п не указана,Екатеринбург,не требуется
Специалист/эксперт группы прямых и корпоративных продаж, UniCredit Bank, з/п не указана,Екатеринбург,1–3 года
Руководитель операционного офиса г. Лангепас,"ООО Кольцо Урала,КБ", з/п не указана,Екатеринбург,1–3 года
Заведующий кассой, ПАО АКБ Связь-Банк,от 33 000 руб.,Екатеринбург,1–3 года
Заместитель управляющего по работе с корпоративными клиентами," Авангард, АКБ", з/п не указана,Екатеринбург,3–6 лет
Главный специалист по сопровождению корпоративных клиентов," Авангард, АКБ", з/п не указана,Екатеринбург,1–3 года
Начальник отдела по работе с корпоративными клиентами," Авангард, АКБ", з/п не указана,Екатеринбург,1–3 года
Специалист Сектора сопровождения договоров головного офиса,ОАО СКБ-Банк, з/п не указана,Екатеринбург,не требуется
Главный эксперт группы по работе с розничными клиентами, UniCredit Bank, з/п не указана,Екатеринбург,1–3 года
Клиентский менеджер МСБ,ОАО МДМ Банк, з/п не указана,Екатеринбург,не требуется
Руководитель Группы развития малого бизнеса,ОАО АК БАРС БАНК,от 33 300 руб.,Екатеринбург,1–3 года
Ведущий менеджер-кассир, ВТБ 24,от 25 190 руб.,Екатеринбург,1–3 года
Менеджер по прямым продажам (малый бизнес), Альфа-Банк,от 35 000 до 50 000 руб.,Екатеринбург,1–3 года
Директор по работе с корпоративными клиентами Банка,ЗАО PBC Group, з/п не указана,Екатеринбург,более 6 лет
Инспектор отдела взыскания, РУСМИКРОФИНАНС,от 45 000 руб.,Екатеринбург,1–3 года
Руководитель отдела взыскания, РУСМИКРОФИНАНС,от 57 500 руб.,Екатеринбург,1–3 года
Оператор по продажам продуктов банка,АО Тинькофф Банк, з/п не указана,Екатеринбург,не требуется
Менеджер малого бизнеса,ЗАО БАНК ИНТЕЗА,от 37 000 до 70 000 руб.,Екатеринбург,1–3 года
Менеджер по кредитованию юридических лиц,ЗАО БАНК ИНТЕЗА, з/п не указана,Екатеринбург,1–3 года
Менеджер по кредитованию малого бизнеса,ЗАО БАНК ИНТЕЗА,от 39 000 до 70 000 руб.,Екатеринбург,1–3 года
Экономист-аналитик,ЗАО Мегамарт,от 29 000 руб.,Екатеринбург,1–3 года
Менеджер по обслуживанию юридических лиц, Альфа-Банк,от 25 000 до 40 000 руб.,Екатеринбург,1–3 года
Эксперт по работе с партнерами (направление - ипотечное кредитование), ВТБ 24, з/п не указана,Екатеринбург,1–3 года
Персональный менеджер, ВТБ 24,от 37 000 руб.,Екатеринбург,1–3 года
Персональный менеджер (район Юго-западный), ВТБ 24,от 32 000 до 48 000 руб.,Екатеринбург,1–3 года
Менеджер-консультант, ВТБ 24,от 25 000 руб.,Екатеринбург,1–3 года
Главный клиентский менеджер, ВТБ 24,от 37 000 руб.,Екатеринбург,1–3 года
Операционист по обслуживанию юридических лиц," «Финансовая группа Лайф», ВУЗ-банк", з/п не указана,Екатеринбург,1–3 года
Ведущий инспектор Отдела кредитования малого и среднего бизнеса, ПЕРВЫЙ ОБЪЕДИНЕННЫЙ БАНК, з/п не указана,Екатеринбург,1–3 года
Главный кредитный эксперт Отдел кредитной экспертизы,ОАО МДМ Банк, з/п не указана,Екатеринбург,1–3 года
Начальник операционного отдела, ПАО АКБ Связь-Банк,от 59 130 руб.,Екатеринбург,3–6 лет
Ведущий менеджер по работе с проблемными клиентами, Банк Русский Стандарт,от 70 000 до 150 000 руб.,Екатеринбург,1–3 года
Ведущий менеджер по продажам МСБ,ОАО СКБ-Банк, з/п не указана,Екатеринбург,1–3 года
Региональный менеджер,ОАО СКБ-Банк, з/п не указана,Екатеринбург,1–3 года
Старший менеджер по работе с VIP клиентами, Ventra Employment, з/п не указана,Екатеринбург,1–3 года
Заместитель начальника управления прямых продаж (г. Екатеринбург), Юниаструм Банк,от 30 000 руб.,Екатеринбург,1–3 года
Главный специалист по ипотечному кредитованию, ПАО АКБ Связь-Банк,от 32 000 руб.,Екатеринбург,1–3 года
Директор по развитию корпоративного бизнеса,ОАО МДМ Банк, з/п не указана,"Екатеринбург, ",3–6 лет
Кассир Кассового центра,ОАО МДМ Банк,от 18 000 до 18 000 руб.,"Екатеринбург, ",1–3 года
Руководитель направления Дирекции развития крупного корпоративного бизнеса,ОАО МДМ Банк, з/п не указана,Екатеринбург,1–3 года
"Специалист Отдела продаж и клиентского обслуживания (ДО ""Красноармейский"")",ОАО МДМ Банк,от 17 500 руб.,Екатеринбург,не требуется
Специалист по работе с проблемной задолженностью на поздней стадии,ОАО МДМ Банк, з/п не указана,Екатеринбург,1–3 года
Ведущий кредитный эксперт оценки кредитного риска малого и среднего бизнеса,ПАО КБ «Уральский банк реконструкции и развития» (УБРиР), з/п не указана,Екатеринбург,1–3 года
Ведущий специалист выездного сбора проблемной задолженности, Микрофинанс Управляющая компания,от 40 000 руб.,Екатеринбург,1–3 года
Ведущий специалист Отдела кредитных аналитиков," Национальная Факторинговая Компания, Банк", з/п не указана,"Екатеринбург, ",1–3 года
Ведущий менеджер по автокредитованию, ПАО АКБ Связь-Банк,от 30 000 руб.,Екатеринбург,1–3 года
Кредитный менеджер в Банк (Уралмаш)," «Финансовая группа Лайф», ВУЗ-банк",от 27 000 до 32 000 руб.,Екатеринбург,1–3 года
Специалист по валютному контролю, Сбербанк России для экспертов, з/п не указана,Екатеринбург,1–3 года
Начальник отдела валютного контроля, Сбербанк России для руководителей, з/п не указана,Екатеринбург,3–6 лет
Экономист (по работе с физическими лицами),ОАО Россельхозбанк, з/п не указана,Екатеринбург,1–3 года
Операционист,ОАО Россельхозбанк, з/п не указана,Екатеринбург,1–3 года
Начальник сектора по продаже зарплатных-проектов управления развития розничного бизнеса,ОАО Банк Москвы, з/п не указана,Екатеринбург,1–3 года
Cпециалист отдела розничного бизнеса,ОАО Банк Москвы, з/п не указана,Екатеринбург,1–3 года
Начальник управления корпоративного кредитования,ОАО Банк Москвы, з/п не указана,Екатеринбург,3–6 лет
Персональный менеджер, Kelly Services, з/п не указана,Екатеринбург,1–3 года
Инвестиционный консультант, «Открытие» Брокер, з/п не указана,Екатеринбург,1–3 года
Ведущий специалист по привлечению и сопровождению корпоративных клиентов (юридические лица)," «Финансовая группа Лайф», ВУЗ-банк",от 25 000 до 45 000 руб.,Екатеринбург,1–3 года
Менеджер по продажам эквайринга, Сбербанк России для экспертов, з/п не указана,Екатеринбург,не требуется
Специалист по кредитованию корпоративных клиентов (средний бизнес), Raiffeisenbank, з/п не указана,"Екатеринбург, ",1–3 года
Кассир,ПАО Промсвязьбанк, з/п не указана,Екатеринбург,1–3 года
Специалист по работе с корпоративными клиентами, ManpowerGroup,от 35 000 руб.,Екатеринбург,1–3 года
Старший бухгалтер Дополнительного офиса,ОАО СКБ-Банк, з/п не указана,Екатеринбург,1–3 года
Начальник отдела обслуживания физических лиц,ОАО СКБ-Банк, з/п не указана,Екатеринбург,1–3 года
Ведущий специалист отдела взыскания, Группа Гута, з/п не указана,Екатеринбург,1–3 года
Специалист по взысканию задолженности, Группа Гута,от 25 000 руб.,Екатеринбург,1–3 года
Ведущий менеджер отдела по работе с клиентами малого бизнеса,ОАО Россельхозбанк, з/п не указана,Екатеринбург,1–3 года
Специалист по работе с корпоративными клиентами, ManpowerGroup,от 35 000 руб.,Екатеринбург,1–3 года
Специалист по работе с корпоративными клиентами, ManpowerGroup,от 35 000 руб.,Екатеринбург,1–3 года
Специалист по работе с корпоративными клиентами, ManpowerGroup,от 35 000 руб.,Екатеринбург,1–3 года
Специалист по работе с корпоративными клиентами, ManpowerGroup,от 35 000 руб.,Екатеринбург,1–3 года
Управляющий дополнительным офисом,ПАО Промсвязьбанк, з/п не указана,Екатеринбург,3–6 лет
Менеджер по работе с клиентами,ПАО Промсвязьбанк, з/п не указана,Екатеринбург,1–3 года
Кредитный консультант, ManpowerGroup,от 35 000 руб.,Екатеринбург,1–3 года
Менеджер по работе с корпоративными клиентами в международном банке, ManpowerGroup,от 35 000 руб.,Екатеринбург,1–3 года
Старший операционист по обслуживанию физических лиц,ОАО СКБ-Банк, з/п не указана,Екатеринбург,1–3 года
Специалист по работе с корпоративными клиентами, ManpowerGroup,от 35 000 руб.,Екатеринбург,не требуется
Специалист по работе с физическими лицами, Банк «Открытие»,от 15 000 руб.,"Екатеринбург, ",1–3 года
Ведущий специалист по работе с клиентами, Банк «Открытие»,от 25 000 руб.,Екатеринбург,1–3 года
Заместитель регионального директора по малому и среднему бизнесу, Банк «Открытие», з/п не указана,Екатеринбург,1–3 года
Заместитель руководителя управления по сбору ранней просроченной задолженности," АНКОР, кадровый холдинг", з/п не указана,Екатеринбург,1–3 года
Специалист по работе с клиентами (район УПИ),ООО БАНК НЕЙВА,от 20 000 до 25 000 руб.,Екатеринбург,1–3 года
Экономист-аналитик, Технологии кадровых решений,от 40 000 руб.,Екатеринбург,1–3 года
Финансовый советник,ООО QB Finance, з/п не указана,"Екатеринбург, ",1–3 года
Старший финансовый советник,ООО QB Finance, з/п не указана,"Екатеринбург, ",1–3 года
Специалист по работе с корпоративными клиентами, ManpowerGroup,от 35 000 руб.,Екатеринбург,1–3 года
Специалист по работе с корпоративными клиентами, ManpowerGroup,от 35 000 руб.,Екатеринбург,1–3 года
Специалист по работе с корпоративными клиентами, ManpowerGroup,от 35 000 руб.,Екатеринбург,1–3 года
Специалист по работе с корпоративными клиентами, ManpowerGroup,от 35 000 руб.,Екатеринбург,1–3 года
Специалист по работе с корпоративными клиентами, ManpowerGroup,от 35 000 руб.,Екатеринбург,1–3 года
Специалист по работе с корпоративными клиентами, ManpowerGroup,от 35 000 руб.,Екатеринбург,1–3 года
Специалист по работе с корпоративными клиентами, ManpowerGroup,от 35 000 руб.,Екатеринбург,1–3 года
Специалист по работе с корпоративными клиентами, ManpowerGroup,от 35 000 руб.,Екатеринбург,1–3 года
Менеджер по продажам финансовых услуг,ООО ЕМР (Единые Микрофинансовые Решения),от 15 000 до 50 000 руб.,Екатеринбург,не требуется
Специалист Службы Безопасности, Горбуновъ,до 25 000 руб.,Екатеринбург,1–3 года
Заместитель директора по взысканию задолженности, VIVA Деньги, з/п не указана,Екатеринбург,3–6 лет
Менеджер инвентаризации, Leader Team,от 30 000 руб.,Екатеринбург,1–3 года
Сотрудник внутреннего распорядка гипермаркета," МАГНИТ, Розничная сеть",от 18 100 до 21 000 руб.,Екатеринбург,не требуется
Специалист отдела досудебного взыскания просроченной задолженностями,ОАО СКБ-Банк, з/п не указана,Екатеринбург,1–3 года
Ведущий специалист группы по работе с задолженностью,ПАО Промсвязьбанк,от 50 000 руб.,Екатеринбург,1–3 года
Охранник,ЗАО Кадровик,от 25 000 руб.,Екатеринбург,не требуется
Начальник группы взыскания (г. Нижний Тагил), Хоум Кредит энд Финанс Банк, з/п не указана,Екатеринбург,1–3 года
Начальник службы безопасности," X5 RETAIL GROUP, Карусель",от 40 000 до 45 000 руб.,Екатеринбург,1–3 года
Инженер по системам безопасности, Уральский центр систем безопасности, з/п не указана,Екатеринбург,1–3 года
Охранник,ЗАО Мегамарт,от 20 300 руб.,Екатеринбург,не требуется
Главный специалист/начальник отдела по работе с проблемными активами, РОСГОССТРАХ Банк, з/п не указана,Екатеринбург,3–6 лет
Контролер," Группа Компаний «СПОРТМАСТЕР», Розничные продажи",от 17 000 руб.,Екатеринбург,не требуется
Контролер торгового зала," Группа Компаний «СПОРТМАСТЕР», Розничные продажи",от 15 000 руб.,Екатеринбург,не требуется
Охранник," Норильский никель, ГМК", з/п не указана,Екатеринбург,не требуется
Полиграфолог," Монетка, Торговая сеть",от 45 000 руб.,Екатеринбург,1–3 года
Охранник,ООО Объединение безопасности «Ланцелот», з/п не указана,Екатеринбург,не требуется
Оперативный дежурный,ООО Дельта, з/п не указана,Екатеринбург,1–3 года
Ассистент менеджера службы безопасности,ООО Первая игровая компания Востока, з/п не указана,Екатеринбург,3–6 лет
Водитель-охранник, УралТрансБанк,от 30 000 руб.,"Екатеринбург, ",3–6 лет
Охранник,ООО Автобан,от 22 000 руб.,Екатеринбург,1–3 года
Руководитель службы режима и охраны,ООО Эскалат,от 25 000 до 35 000 руб.,Екатеринбург,3–6 лет
Начальник отдела контроля и режима," Лента, федеральная розничная сеть, Распределительный центр", з/п не указана,Екатеринбург,3–6 лет
Старший сотрудник смены охраны,ЗАО Мегамарт,от 23 000 руб.,Екатеринбург,1–3 года
Офис-менеджер,ООО Витек,до 25 000 руб.,Екатеринбург,1–3 года
Автослесарь (агрегатчик), Компания «Экосистема»,от 35 000 руб.,Екатеринбург,3–6 лет
Механик, СоюзКомплектАвтоТранс,от 35 000 руб.,Екатеринбург,1–3 года
Менеджер по продажам автомобилей Ford," Независимость, Группа компаний", з/п не указана,Екатеринбург,1–3 года
Менеджер интернет-магазина (Автомобильные шины),ООО Мосшин,от 25 000 руб.,Екатеринбург,1–3 года
Менеджер по продажам автоаксессуаров, Сеинтекс, з/п не указана,Екатеринбург,1–3 года
Автомеханик VW,ООО Автобан,от 30 000 руб.,Екатеринбург,1–3 года
Менеджер по продажам (противоугонные системы)," Цезарь Сателлит, Москва",от 25 000 до 50 000 руб.,"Екатеринбург, ",1–3 года
Менеджер по продаже автомобилей Volkswagen (Автобан-Запад-Плюс),ООО Автобан,от 20 000 руб.,Екатеринбург,1–3 года
Автоэлектрик-диагност Volkswagen,ООО Автобан,от 45 000 руб.,Екатеринбург,1–3 года
Автослесарь (General Motors),ООО Автобан,от 30 000 руб.,Екатеринбург,1–3 года
Менеджер по продажам автозапчастей VW,ООО Автобан,от 30 000 руб.,Екатеринбург,1–3 года
Менеджер по продажам дополнительного оборудования Volkswagen,ООО Автобан,от 20 000 руб.,Екатеринбург,1–3 года
Специалист по снабжению, Русбизнесавто,от 60 000 руб.,Екатеринбург,1–3 года
Менеджер по продажам, Русбизнесавто, з/п не указана,Екатеринбург,1–3 года
"Менеджер по продажам (автозапчасти, опт)", Центр Ремонтных Технологий,от 35 000 до 55 000 руб.,Екатеринбург,1–3 года
Мастер-приемщик кузовного цеха," АВТОМИР, ГК", з/п не указана,Екатеринбург,1–3 года
Менеджер по продажам автомобилей Renault," АВТОМИР, ГК", з/п не указана,Екатеринбург,1–3 года
Сервис-консультант General Motors,ООО Автобан,от 30 000 руб.,Екатеринбург,1–3 года
Менеджер по продаже автомобилей Volkswagen (Автобан-Юг),ООО Автобан,от 20 000 до 70 000 руб.,Екатеринбург,1–3 года
Управляющий филиалом, Центр Финансовых Технологий, з/п не указана,Екатеринбург,1–3 года
Секретарь, MaM Ltd, з/п не указана,Екатеринбург,1–3 года
Специалист по обработке документов (Специалист архива), Новокурьинская Вода,от 16 000 руб.,Екатеринбург,не требуется
Администратор на ресепшен,ООО Автобан,от 20 000 руб.,Екатеринбург,не требуется
Ведущий специалист отдела технической информации, ЛСР. Строительство - Урал ,до 30 400 руб.,Екатеринбург,1–3 года
Секретарь руководителя,ЗАО Управляющая компания строительного холдинга,от 20 000 до 30 000 руб.,"Екатеринбург, ",3–6 лет
Ассистент управляющего торговым центром, METRO Cash & Carry,от 29 000 руб.,Екатеринбург,1–3 года
Секретарь, АМОТЕА Инжиниринг Групп,до 25 000 руб.,Екатеринбург,1–3 года
Секретарь, ALCG,от 30 000 руб.,Екатеринбург,1–3 года
Начальник Административно-хозяйственного отдела," ЗЕНИТ, банк", з/п не указана,Екатеринбург,1–3 года
Переводчик EN-RU (тематика «производство полипропилена»), ABBYY, з/п не указана,Екатеринбург,1–3 года
Начальник службы административной поддержки бизнеса, ООО «Газпромнефть-Терминал», з/п не указана,Екатеринбург,3–6 лет
Администратор офиса, Сильвер Лайн Групп,от 18 000 руб.,Екатеринбург,1–3 года
Менеджер зала,ООО Центр Аналитики и Финансовых Технологий,от 22 000 руб.,Екатеринбург,не требуется
Специалист по документационному обеспечению, ООО «Газпромнефть-Терминал»,от 18 400 до 23 900 руб.,Екатеринбург,1–3 года
Секретарь / помощник руководителя," ИНТЕРКОММЕРЦ, КБ",до 35 000 руб.,Екатеринбург,1–3 года
Ведущий специалист по административным вопросам, ООО «Газпромнефть-Терминал»,от 32 500 до 42 300 руб.,Екатеринбург,1–3 года
Ведущий специалист по документационному обеспечению, ООО «Газпромнефть-Терминал»,от 23 500 до 26 700 руб.,Екатеринбург,1–3 года
Заместитель директора в магазин (Малый Исток)," Монетка, Торговая сеть",от 27 000 до 44 000 руб.,Екатеринбург,1–3 года
Персональный ассистент генерального директора (со знанием английского языка), Фармаимпекс, з/п не указана,Екатеринбург,1–3 года
Экономист (отдел кассовой ликвидности), Сбербанк России для экспертов, з/п не указана,Екатеринбург,1–3 года
Специалист по документационному обеспечению (архив), ООО «Газпромнефть-Терминал»,от 23 500 до 26 500 руб.,Екатеринбург,1–3 года
